-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/23/2022 
Location: Latitude  41.8472   Longitude -87.6628 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 180.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN
2021,1,11,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,11,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,11,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,11,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,7,0.36,0.2,87.9,5.58,17.77
2021,1,12,8,0.47,0.23,79.44,49.83,146.35
2021,1,12,9,0.65,0.33,71.89,117.6,289.48
2021,1,12,10,0.7,0.29,66.39,165.2,398.25
2021,1,12,11,0.69,0.23,63.49,183.62,448.73
2021,1,12,12,0.66,0.18,63.56,174.5,446.08
2021,1,12,13,0.67,0.19,66.59,157.42,390.2
2021,1,12,14,0.62,0.2,72.2,110.55,282.88
2021,1,12,15,0.5,0.24,79.82,50.1,140.25
2021,1,12,16,0.41,0.21,88.17,5.25,15.08
2021,1,12,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,12,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,7,0.34,0.19,87.85,5.55,16.62
2021,1,13,8,0.4,0.23,79.35,42.58,139.98
2021,1,13,9,0.52,0.23,71.78,96.15,280.42
2021,1,13,10,0.57,0.25,66.26,139.98,386.85
2021,1,13,11,0.56,0.25,63.33,153.38,422.5
2021,1,13,12,0.49,0.24,63.38,135.17,415.7
2021,1,13,13,0.46,0.23,66.4,112.02,355.58
2021,1,13,14,0.41,0.23,72.01,73.6,247.9
2021,1,13,15,0.34,0.23,79.62,35.17,115.92
2021,1,13,16,0.3,0.19,88.05,4.02,12.45
2021,1,13,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,13,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,7,0.3,0.19,87.8,4.83,15.33
2021,1,14,8,0.31,0.22,79.26,33.2,124.27
2021,1,14,9,0.36,0.23,71.67,67.15,244.83
2021,1,14,10,0.39,0.23,66.11,97.3,339.33
2021,1,14,11,0.38,0.23,63.16,106.5,394.25
2021,1,14,12,0.37,0.23,63.19,105.58,391.05
2021,1,14,13,0.37,0.23,66.2,92.75,332.9
2021,1,14,14,0.31,0.23,71.8,59.5,233.02
2021,1,14,15,0.25,0.23,79.44,27.38,110.98
2021,1,14,16,0.26,0.18,87.93,3.6,13.08
2021,1,14,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,14,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,7,0.24,0.14,87.75,3.88,22.1
2021,1,15,8,0.32,0.17,79.16,32.8,163.42
2021,1,15,9,0.32,0.16,71.55,59.9,310.75
2021,1,15,10,0.32,0.16,65.96,81.73,418.62
2021,1,15,11,0.32,0.16,62.98,93.08,461.3
2021,1,15,12,0.47,0.16,63.0,128.62,461.95
2021,1,15,13,0.41,0.17,66.0,97.77,407.75
2021,1,15,14,0.35,0.17,71.6,64.55,300.15
2021,1,15,15,0.3,0.18,79.23,31.38,154.4
2021,1,15,16,0.33,0.18,87.8,4.73,19.92
2021,1,15,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,15,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,7,0.27,0.16,87.7,4.6,18.48
2021,1,16,8,0.37,0.22,79.05,40.2,142.9
2021,1,16,9,0.2,0.2,71.41,40.9,284.55
2021,1,16,10,0.21,0.21,65.8,55.77,399.0
2021,1,16,11,0.2,0.21,62.8,58.15,457.52
2021,1,16,12,0.17,0.21,62.8,52.73,456.3
2021,1,16,13,0.23,0.22,65.8,59.0,394.02
2021,1,16,14,0.16,0.2,71.4,31.88,281.52
2021,1,16,15,0.38,0.23,79.03,39.92,137.17
2021,1,16,16,0.2,0.15,87.67,3.0,17.4
2021,1,16,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,16,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,7,0.29,0.16,87.62,5.02,20.92
2021,1,17,8,0.16,0.18,78.95,19.55,159.9
2021,1,17,9,0.27,0.2,71.28,53.35,309.02
2021,1,17,10,0.24,0.21,65.64,65.6,419.9
2021,1,17,11,0.23,0.21,62.62,70.33,477.73
2021,1,17,12,0.27,0.22,62.59,80.95,477.9
2021,1,17,13,0.26,0.21,65.58,69.17,420.1
2021,1,17,14,0.25,0.2,71.19,49.4,309.62
2021,1,17,15,0.2,0.19,78.83,22.88,161.5
2021,1,17,16,0.26,0.16,87.53,4.8,22.17
2021,1,17,17,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,18,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,19,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,20,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,21,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,22,-999.0,-999.0,-999.0,0.0,0.0
2021,1,17,23,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,0,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,1,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,2,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,3,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,4,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,5,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,6,-999.0,-999.0,-999.0,0.0,0.0
2021,1,18,7,0.3,0.17,87.55,5.23,22.7
